Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle,Sector
Sri Bhavani Castings Ltd.,TIER 1 — MAXIMUM PRIORITY,5,BRICKWORK | CRISIL,Term loans,B,2025-10-29,372,HIGH,1,1,0,0,0,ULTRA HOT (365+ days INC) | DUAL INC at CRISIL+BW,"Two agencies have abandoned you — ACER offers clean slate, full SEBI recognition, dedicated analyst",Steel & Metals
Osia Gems Pvt. Ltd.,TIER 1 — MAXIMUM PRIORITY,5,BRICKWORK | CRISIL,Fund based financial facility/instrument,BB,2025-12-23,367,HIGH,1,1,0,0,0,ULTRA HOT (365+ days INC) | DUAL INC at CRISIL+BW,"Two agencies have abandoned you — ACER offers clean slate, full SEBI recognition, dedicated analyst",Jewellery
Super Hoze Inds. Pvt. Ltd.,TIER 1 — MAXIMUM PRIORITY,5,BRICKWORK | CRISIL,Letter Of credit,A 4,2026-04-09,345,MEDIUM,0,1,1,0,1,DUAL INC at CRISIL+BW | JUST transitioned to INC | recently downgraded,"Two agencies have abandoned you — ACER offers clean slate, full SEBI recognition, dedicated analyst",Manufacturing
Shreegopal Gobind Agro Tech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | ICRA | IND-RA,Term loans,C,2025-12-23,409,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
G M A Pinnacle Automotives Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,IND-RA,Term loans,B,2026-04-02,408,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Automobiles
Olive Bar & Kitchen Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,IND-RA,Term loans,BB+,2026-04-02,408,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
P E Erectors Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,IND-RA,Non-fund based working capital limit,A 4+,2026-04-02,408,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Spinora Tiles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Bank Guarantee,A 4,2026-04-29,408,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Mining & Minerals
Yogiji Digi Ltd.,TIER 2 — HIGH PRIORITY,4,CRISIL | ICRA,Letter Of credit,A 4,2026-04-21,408,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Aadhi Cars Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CRISIL | ICRA,Fund based financial facility/instrument,BB+,2025-09-24,407,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Automobiles
Emdee Digitronics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CRISIL | IND-RA,Bank Guarantee,A 4+,2026-01-16,407,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Micron Precision Screws Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE,Letter Of credit,A 4,2026-03-31,407,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
M N C Electricals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | IND-RA,Non-government debt,B-/A4,2026-02-23,404,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Oswal Lumbers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Letter Of credit,A 4+,2026-04-10,404,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
S V R Drugs Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL | ICRA,Letter Of credit,A 4+,2026-04-24,404,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Chemicals & Pharma
S V R Laboratories Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL | ICRA,Long term Loans,BB,2026-04-24,404,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Chemicals & Pharma
Shree Bholey Alloys Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK,Term loans,BB,2025-06-19,404,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Shraddha Energy & Infraprojects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | ICRA,Bank Guarantee,D,2025-08-08,402,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Transoceanic Agro Comm Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Letter Of credit,A 4,2025-06-13,402,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Kaveri Engineering Projects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK | IND-RA,Non-fund based working capital limit,A 2,2025-09-17,401,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Siddapur Distilleries Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK | CARE | IND-RA,Term loans,B,2026-03-12,401,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
B C Bhuyan Constructions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL | IND-RA,Term loans,BB,2025-06-18,400,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Eminent Dealers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE,Non-government debt,B+/A4,2026-04-01,400,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
K A I International Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Fund based financial facility/instrument,B,2025-10-31,400,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Logistics
Kalinga Breeding Farms Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CRISIL | ICRA,Long term Loans,B+,2026-01-27,400,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Ganadhi Pati Construction Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | ICRA,Bank Guarantee,BB-,2026-01-27,397,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
A B C Transformers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | ICRA,Non-fund-based financial facility/instrument,A 4,2026-01-12,395,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
E S D S Software Solution Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE,Term loans,BB,2025-05-21,395,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",IT & Technology
K B C Infrastructures Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK,Bank Guarantee,A 4,2025-08-25,395,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Ray Engineering Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE,Non-government debt,B+/A4,2025-05-21,395,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Enginemates Heat Transfer Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | IND-RA,Bank Guarantee,A 4,2025-08-21,394,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Promac Engineering Inds. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK,Letter Of credit,A 4,2025-11-12,394,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Veerabhadra Minerals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Bank Guarantee,B+,2026-04-30,394,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Mining & Minerals
East Hooghly Polyplast Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | IND-RA,Bank Guarantee,A 4,2025-09-11,393,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Shrishti Eletromech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Term loans,B,2026-04-29,393,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Silvertoan Papers Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE,Term loans,B,2025-11-21,393,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Jewellery
Firozabad Ceramics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | CRISIL,Long term Loans,D,2025-07-30,390,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Mining & Minerals
Mani Export Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL | IND-RA,Long term Loans,B,2026-01-16,390,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Logistics
Santhosh Buildwel Infra Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL,Bank Guarantee,A 4,2026-03-06,390,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Ram'S Assorted Cold Storage Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | IND-RA,Non-government debt,D,2026-04-10,389,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Cenosphere India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | ICRA,Bank Guarantee,A 4,2026-02-18,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Ghai Construction Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | ICRA,Bank Guarantee,A 4,2026-04-15,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Marinelines Shipbreakers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CRISIL | ICRA,Non-fund-based financial facility/instrument,A 4,2025-11-24,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Ship Breaking
Oshina Expo Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | ICRA,Letter Of credit,A 4,2025-10-29,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Sarjan Infracon Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | ICRA,Non-fund-based financial facility/instrument,A 4,2025-11-03,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Sri Shyam Fashion India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK,Term loans,BB,2026-03-13,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Telawne Power Equipments Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL | ICRA | IND-RA,Letter Of credit,A 4,2026-04-28,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Wave Beverages Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ICRA | IND-RA,Term loans,B+,2025-11-06,388,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Sar Senapati Santaji Ghorpade Sugar Factory Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE | ICRA,Term loans,D,2026-01-23,387,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Konark Synthetic Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | IND-RA,Bank Guarantee,D,2026-01-16,386,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Rai Metal Works Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Non-fund-based financial facility/instrument,A 4,2025-09-10,386,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Keshav Holiday Resort Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | ICRA,Term loans,C,2025-08-27,383,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Hotels & Tourism
Atmastco Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | IND-RA,Term loans,B-,2026-02-27,382,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
R M N Infrastructures Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE,Bank Guarantee,A 4+,2026-03-31,382,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Aplab Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK | ICRA,Letter Of credit,D,2025-11-11,381,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Chemicals & Pharma
Finolex J-Power Systems Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | ICRA,Bank Guarantee,A 4,2025-08-01,381,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Ion Healthcare Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | IND-RA,Term loans,BB,2025-11-04,381,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Healthcare
Jay Ushin Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-04,381,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Phoenix Structural & Engg. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE,Letter Of credit,A 4,2026-04-20,379,HIGH,1,0,0,0,1,ULTRA HOT (365+ days INC) | recently downgraded,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Pakka Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | IND-RA,Non-fund-based financial facility/instrument,A 4,2025-07-18,376,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Trualt Bioenergy Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE,Term loans,BB+,2025-06-09,376,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
A K Infraprojects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE,Non-government debt,BB-/A4,2025-07-09,375,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Bagkiya Constructions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | CRISIL,Fund based financial facility/instrument,B-,2025-12-30,375,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | IND-RA,Bank Guarantee,D,2026-04-02,375,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Shweta Infrastructure & Housing (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL,Term loans,B+,2025-11-13,375,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Sonalac Paints & Coatings Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CARE | CRISIL,Term loans,B-,2026-03-05,375,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Mangal Sponge & Steel Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,CARE | CRISIL | ICRA,Fund based financial facility/instrument,B+,2026-03-20,374,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
P P Pandey Infrastructure Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | BRICKWORK | IND-RA,Bank Guarantee,A 4,2026-04-02,374,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Siddharth Carbochem Products Ltd.,TIER 2 — HIGH PRIORITY,4,ACUITE | CRISIL,Letter Of credit,A 4+,2026-04-29,374,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Mahalaxmi India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,4,BRICKWORK | CARE | ICRA,Fund based financial facility/instrument,B+,2026-01-20,373,HIGH,1,0,0,1,0,ULTRA HOT (365+ days INC) | rated by 3+ agencies,"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
