Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch
Passavant Energy & Environment India Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Letter Of credit | Non-government debt,BB+,2026-03-31,393.0,ULTRA HOT,True,,63.41 | 8.83,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE | CRISIL has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rayalaseema Steel Re-Rolling Mills Pvt. Ltd. (Part- Ix),CARE | CRISIL,Letter Of credit | Long term Loans,A 4,2025-08-07,393.0,ULTRA HOT,True,,3.00 | 0.30,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE | CRISIL has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Swan Environmental Pvt. Ltd.,CRISIL,Bank Guarantee | Letter Of credit,A 4,2026-02-26,393.0,ULTRA HOT,True,,15.00 | 2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
V S Multi Metal Pvt. Ltd. [Merged],BRICKWORK,Term loans,C,2025-05-26,393.0,ULTRA HOT,True,,1.26,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Vicor Stainless Pvt. Ltd. [Merged],BRICKWORK,Term loans,D,2025-05-26,393.0,ULTRA HOT,True,,4.58,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Vraj Metaliks Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-05-26,393.0,ULTRA HOT,True,Infomerics,Rs. 15.00 Cr. | Rs. 10.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 393.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Caspro Metal Inds. Pvt. Ltd.,CRISIL | ICRA,Bank Guarantee | Term loans,B+,2026-01-12,391.0,ULTRA HOT,True,,30.00 | 0.25,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL | ICRA has been INC for 391.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Gurpreet Galvanising Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument | Non-government debt,A 4,2025-05-28,391.0,ULTRA HOT,True,,45.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ICRA has been INC for 391.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
J N Tayal Steels Pvt. Ltd.,CARE,Term loans,B-,2025-05-28,391.0,ULTRA HOT,True,,1.29,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 391.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Oyster Steel & Iron Pvt. Ltd.,CARE,Bank Guarantee,D,2025-05-28,391.0,ULTRA HOT,True,,20.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 391.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Safi Steel Traders Pvt. Ltd.,CRISIL | ICRA,Letter Of credit | Long term Loans | Term loans,A 4,2025-07-30,391.0,ULTRA HOT,True,,5.00 | 23.34,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL | ICRA has been INC for 391.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Omsairam Steels & Alloys Pvt. Ltd.,ACUITE | CARE,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2025-09-30,390.0,ULTRA HOT,True,,50.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE | CARE has been INC for 390.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
R L Steels & Energy Ltd.,CARE,Bank Guarantee | Non-government debt | Term loans,A 4,2025-09-03,390.0,ULTRA HOT,True,,56.00 | 61.07,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 390.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Siddhi Ganesh Metal Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-05-29,390.0,ULTRA HOT,True,,25.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 390.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Vaishnavi Ferro Tech Pvt. Ltd.,CRISIL,Long term Loans | Term loans,B,2025-05-29,390.0,ULTRA HOT,True,,1.38 | 3.02,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 390.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Arya Steels Rolling (India) Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Bank Guarantee | Letter Of credit,A 4,2026-04-21,389.0,ULTRA HOT,True,,5.00 | 1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Gajanan Iron Pvt. Ltd.,ACUITE | CARE,Bank Guarantee | Long term Loans | Term loans,A+,2026-02-26,389.0,ULTRA HOT,True,,23.31 | 25.05,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE | CARE has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rai Metal Works Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,A 4,2025-09-10,389.0,ULTRA HOT,True,,2.00 | 72.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Ramdev Stainless Strips Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Term loans,C,2026-02-05,389.0,ULTRA HOT,True,,0.34 | 1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sai Balaji Sponge Iron India Pvt. Ltd.,BRICKWORK,Letter Of credit | Term loans,D,2025-05-30,389.0,ULTRA HOT,True,,6.00 | 13.89,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Star Pipe Foundry (India) Pvt. Ltd.,CRISIL,Bank Guarantee | Long term Loans | Term loans,A 4+,2026-01-12,389.0,ULTRA HOT,True,,2.50 | 40.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 389.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Oplus Steel & Power Private Limited (erstwhile Known as Swati Concast & Power Private Limited),Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-02,386.0,ULTRA HOT,True,Infomerics,Rs. 11.00 Cr. | Rs. 9.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 386.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Nalari Ferro Alloys Pvt. Ltd.,BRICKWORK | ICRA,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,A 4,2026-02-26,385.0,ULTRA HOT,True,,7.50 | 0.55,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | ICRA has been INC for 385.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Salasaar Iron & Steels Pvt. Ltd.,BRICKWORK | CRISIL,Long term Loans | Term loans,C,2026-01-31,385.0,ULTRA HOT,True,,4.01 | 9.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CRISIL has been INC for 385.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Z.V. Steels Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-03,385.0,ULTRA HOT,True,Infomerics,Rs. 48.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 365+ days overdue — most urgent,Your steel company's rating at Infomerics has been INC for 385.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
J B Rolling Mills Ltd.,BRICKWORK | CARE | CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2026-04-10,384.0,ULTRA HOT,True,,8.00 | 2.66,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 384.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
S A Iron & Alloys Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,D,2026-01-28,384.0,ULTRA HOT,True,,3.00 | 8.92,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CRISIL | ICRA has been INC for 384.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Steelco Gujarat Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit | Term loans,D,2025-12-08,384.0,ULTRA HOT,True,,2.72 | 116.10,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 384.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
P S R Metals Pvt. Ltd.,BRICKWORK,Term loans,D,2025-06-05,383.0,ULTRA HOT,True,,2.07,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 383.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Ajay Ingot Rolling Mill Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Fund based financial facility/instrument | Long term Loans | Term loans,BBB-,2026-02-03,382.0,ULTRA HOT,True,,9.29 | 14.21,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 382.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Deccan Ferro Alloys Pvt. Ltd.,ACUITE,Letter Of credit | Long term Loans,A 4+,2025-07-04,382.0,ULTRA HOT,True,,60.00 | 5.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE has been INC for 382.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
La Reliant Aluminium Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-06,382.0,ULTRA HOT,True,,1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 382.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Fex Foundry Alloys Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans,A 4+,2025-06-09,379.0,ULTRA HOT,True,,5.00 | 4.60,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 379.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Mangalam Alloys Ltd.,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,2025-07-10,379.0,ULTRA HOT,True,,16.63 | 144.33,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 379.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rajnandini Metal Ltd.,CARE,Term loans,B,2025-09-17,379.0,ULTRA HOT,True,,10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CARE has been INC for 379.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Lingraj Steel & Power Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,378.0,ULTRA HOT,True,,5.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK has been INC for 378.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
R B Rungta Steels & Food Products Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Fund based financial facility/instrument | Term loans,C,2026-03-31,378.0,ULTRA HOT,True,,3.26 | 1.41,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 378.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Ran India Steels Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Letter Of credit | Long term Loans | Term loans,A 4,2025-09-09,378.0,ULTRA HOT,True,,40.00 | 12.98,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 378.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Mangal Sponge & Steel Pvt. Ltd.,BRICKWORK | CARE | CRISIL | ICRA,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,2026-03-20,377.0,ULTRA HOT,True,,1.00 | 25.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CARE | CRISIL | ICRA has been INC for 377.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Pulkit Metals Pvt. Ltd.,ACUITE | BRICKWORK,Letter Of credit | Short-term loan | Term loans,A 4,2026-04-17,377.0,ULTRA HOT,True,,45.00 | 3.35,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE | BRICKWORK has been INC for 377.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Pushpit Steels Pvt. Ltd.,ACUITE | BRICKWORK,Letter Of credit | Short-term loan | Term loans,A 4,2026-04-17,377.0,ULTRA HOT,True,,45.00 | 60.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at ACUITE | BRICKWORK has been INC for 377.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2026-03-27,377.0,ULTRA HOT,True,,2.50 | 5.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 377.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Amoda Iron & Steel Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,D,2025-06-12,376.0,ULTRA HOT,True,,0.34 | 3.63,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at CRISIL has been INC for 376.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Anmol Steel Processors Pvt. Ltd.,BRICKWORK | CRISIL,Fund based financial facility/instrument | Letter Of credit,D,2025-10-07,376.0,ULTRA HOT,True,,75.00 | 50.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 365+ days overdue — most urgent,Your steel company's rating at BRICKWORK | CRISIL has been INC for 376.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
